transaction_id,transaction_date,posted_date,account_name,account_type,merchant_name,description,amount,currency,channel,city,state
TX000043,2024-06-22,2024-06-23,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMAZON PRIME MTH,-14.99,USD,Card,Seattle,CA
TX000664,2024-06-22,2024-06-22,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH*WINGPLACE,-37.14,USD,Card,San Francisco,CA
TX000800,2024-06-22,2024-06-23,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-5.07,USD,Card,Riverside,CA
TX000806,2024-06-23,2024-06-24,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN UCR,-8.19,USD,Card,Riverside,CA
TX000044,2024-06-25,2024-06-27,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PF CLUB MEMBERSHIP,-29.99,USD,Card,Riverside,CA
TX000805,2024-06-25,2024-06-25,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-5.74,USD,Card,Riverside,CA
TX001043,2024-06-26,2024-06-26,Chase Freedom Unlimited,credit_card,UBER,UBER *TRIP,-14.84,USD,Card,Los Angeles,CA
TX000038,2024-06-27,2024-06-28,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES STORAGE,-2.99,USD,Card,Cupertino,CA
TX000474,2024-06-27,2024-06-27,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOES #182,-73.7,USD,Card,Riverside,CA
TX000590,2024-06-27,2024-06-28,Chase Total Checking,checking,SHELL,SHELL SERVICE STATION,-58.52,USD,Debit,Riverside,CA
TX000321,2024-06-28,2024-06-28,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,957.68,USD,Direct Deposit,Riverside,CA
TX000588,2024-06-28,2024-06-29,Chase Total Checking,checking,CHEVRON,CHEVRON EXTRA MILE,-51.69,USD,Debit,Riverside,CA
TX000589,2024-06-29,2024-06-30,Chase Total Checking,checking,CHEVRON,CHEVRON EXTRA MILE,-66.07,USD,Debit,Riverside,CA
TX000476,2024-06-30,2024-06-30,Chase Freedom Unlimited,credit_card,STATER BROS,STATER BROS MARKET,-95.24,USD,Card,Riverside,CA
TX000045,2024-07-01,2024-07-02,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS RENT,-875.0,USD,ACH,Riverside,CA
TX001047,2024-07-01,2024-07-02,Chase Freedom Unlimited,credit_card,UBER,UBER *TRIP,-15.27,USD,Card,Los Angeles,CA
TX000479,2024-07-02,2024-07-03,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO MEMBERSHIP STORE,-49.55,USD,Card,Moreno Valley,CA
TX000050,2024-07-04,2024-07-05,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM SUBSCRIPTION,-15.49,USD,Card,Los Gatos,CA
TX000591,2024-07-04,2024-07-05,Chase Total Checking,checking,SHELL,SHELL SERVICE STATION,-47.55,USD,Debit,Riverside,CA
TX000813,2024-07-05,2024-07-07,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS COFFEE,-6.01,USD,Card,Riverside,CA
TX000401,2024-07-06,2024-07-07,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-200.0,USD,Transfer,Riverside,CA
TX000402,2024-07-06,2024-07-08,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,200.0,USD,Transfer,Riverside,CA
TX000051,2024-07-07,2024-07-08,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA,-10.99,USD,Card,New York,CA
TX000481,2024-07-08,2024-07-09,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLEFDS RIVERSIDE CA,-66.38,USD,Card,Riverside,CA
TX000669,2024-07-08,2024-07-09,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-8.72,USD,Card,Riverside,CA
TX000814,2024-07-08,2024-07-10,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-7.38,USD,Card,Riverside,CA
TX000052,2024-07-09,2024-07-10,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEY+ BUNDLE,-13.99,USD,Card,Burbank,CA
TX001044,2024-07-09,2024-07-11,Chase Freedom Unlimited,credit_card,UBER,UBER *TRIP,-11.7,USD,Card,Los Angeles,CA
TX001115,2024-07-09,2024-07-09,Chase Total Checking,checking,UCR PARKING,UCR TRANSPORTATION,-15.0,USD,Debit,Riverside,CA
TX000809,2024-07-10,2024-07-10,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-6.88,USD,Card,Riverside,CA
TX000273,2024-07-12,2024-07-12,Chase Total Checking,checking,SCE,SOUTHERN CALIFORNIA EDISON,-89.51,USD,Autopay,Rosemead,CA
TX000322,2024-07-12,2024-07-13,Chase Total Checking,checking,UCR PAYROLL,UCR PAYROLL DIRECT DEP,961.42,USD,Direct Deposit,Riverside,CA
TX000810,2024-07-12,2024-07-13,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-6.56,USD,Card,Riverside,CA
TX000053,2024-07-14,2024-07-15,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE CREATIVE CLOUD,-19.99,USD,Card,San Jose,CA
TX000274,2024-07-14,2024-07-15,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RIVERSIDE WATER AUTOPAY,-25.94,USD,Autopay,Riverside,CA
TX000671,2024-07-15,2024-07-16,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS,-28.01,USD,Card,Riverside,CA
TX000046,2024-07-16,2024-07-16,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM INTERNET AUTO PAY,-54.99,USD,Autopay,Riverside,CA
TX000483,2024-07-17,2024-07-17,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO GAS/WHSE,-68.34,USD,Card,Moreno Valley,CA
TX000672,2024-07-17,2024-07-17,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS #2201,-18.02,USD,Card,Riverside,CA
TX000047,2024-07-18,2024-07-19,Chase Total Checking,checking,T-MOBILE,T-MOBILE AUTOPAY,-35.0,USD,Autopay,Riverside,CA
TX000482,2024-07-19,2024-07-20,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLEFDS RIV 10234,-57.66,USD,Card,Riverside,CA
TX000484,2024-07-19,2024-07-20,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO MEMBERSHIP STORE,-39.47,USD,Card,Moreno Valley,CA
TX001045,2024-07-19,2024-07-20,Chase Freedom Unlimited,credit_card,UBER,UBER *TRIP,-7.0,USD,Card,Los Angeles,CA
TX000048,2024-07-20,2024-07-21,Chase Total Checking,checking,GEICO,GEICO AUTO PMT,-108.42,USD,Autopay,Riverside,CA
TX000480,2024-07-20,2024-07-20,Chase Freedom Unlimited,credit_card,STATER BROS,STATER BROS 015,-61.18,USD,Card,Riverside,CA
TX000668,2024-07-20,2024-07-21,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH*WINGPLACE,-32.89,USD,Card,San Francisco,CA
TX000674,2024-07-21,2024-07-23,Chase Freedom Unlimited,credit_card,PANDA EXPRESS,PANDA EXPRESS,-19.5,USD,Card,Riverside,CA
TX001017,2024-07-21,2024-07-21,Chase Freedom Unlimited,credit_card,AMC THEATRES,AMC MOVIE THEATRE,-34.26,USD,Card,Riverside,CA
TX000054,2024-07-22,2024-07-22,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMAZON PRIME MEMBERSHIP,-14.99,USD,Card,Seattle,CA
TX000592,2024-07-22,2024-07-22,Chase Total Checking,checking,SHELL,SHELL SERVICE STATION,-61.26,USD,Debit,Riverside,CA
TX000593,2024-07-22,2024-07-22,Chase Total Checking,checking,SHELL,SHELL OIL 575104,-25.0,USD,Debit,Riverside,CA
TX000811,2024-07-24,2024-07-24,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-5.76,USD,Card,Riverside,CA
TX000055,2024-07-25,2024-07-27,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PF CLUB MEMBERSHIP,-29.99,USD,Card,Riverside,CA
TX000323,2024-07-26,2024-07-28,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,958.19,USD,Direct Deposit,Riverside,CA
TX000673,2024-07-26,2024-07-26,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-34.76,USD,Card,Riverside,CA
TX000049,2024-07-27,2024-07-27,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES ICLOUD+,-2.99,USD,Card,Cupertino,CA
TX000594,2024-07-27,2024-07-28,Chase Total Checking,checking,CHEVRON,CHEVRON 009381,-65.79,USD,Debit,Riverside,CA
TX000812,2024-07-27,2024-07-28,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-6.46,USD,Card,Riverside,CA
TX000971,2024-07-27,2024-07-27,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO DEL AMO,-79.52,USD,Card,Torrance,CA
TX000670,2024-07-29,2024-07-31,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-26.97,USD,Card,Riverside,CA
TX001046,2024-07-29,2024-07-30,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-15.5,USD,Card,Los Angeles,CA
TX000972,2024-07-30,2024-08-01,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON MKTPLACE PMTS,-77.21,USD,Card,Seattle,CA
TX000056,2024-08-01,2024-08-02,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS RESIDENT PORTAL,-875.0,USD,ACH,Riverside,CA
TX000596,2024-08-02,2024-08-02,Chase Total Checking,checking,SHELL,SHELL OIL,-47.65,USD,Debit,Riverside,CA
TX000061,2024-08-04,2024-08-05,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM SUBSCRIPTION,-15.49,USD,Card,Los Gatos,CA
TX000817,2024-08-04,2024-08-06,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-4.12,USD,Card,Riverside,CA
TX000403,2024-08-06,2024-08-06,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-175.0,USD,Transfer,Riverside,CA
TX000404,2024-08-06,2024-08-07,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,175.0,USD,Transfer,Riverside,CA
TX000973,2024-08-06,2024-08-06,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON RETAIL,-93.55,USD,Card,Seattle,CA
TX000062,2024-08-07,2024-08-07,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA,-10.99,USD,Card,New York,CA
TX000063,2024-08-09,2024-08-09,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEYPLUS MONTHLY,-13.99,USD,Card,Burbank,CA
TX000324,2024-08-09,2024-08-09,Chase Total Checking,checking,UCR PAYROLL,UCR CAMPUS EMPLOYMENT DD,960.56,USD,Direct Deposit,Riverside,CA
TX000820,2024-08-10,2024-08-12,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-4.48,USD,Card,Riverside,CA
TX001018,2024-08-10,2024-08-11,Chase Freedom Unlimited,credit_card,AMC THEATRES,AMC THEATRES 14,-9.0,USD,Card,Riverside,CA
TX000486,2024-08-11,2024-08-12,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLEFDS RIV 10234,-60.52,USD,Card,Riverside,CA
TX000275,2024-08-12,2024-08-12,Chase Total Checking,checking,SCE,SCE AUTOPAY,-86.77,USD,Autopay,Rosemead,CA
TX001098,2024-08-12,2024-08-13,Chase Freedom Unlimited,credit_card,CVS PHARMACY,CVS DRUG STORE,-23.67,USD,Card,Riverside,CA
TX000064,2024-08-14,2024-08-14,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE SYSTEMS SUBSCRIPTION,-19.99,USD,Card,San Jose,CA
TX000276,2024-08-14,2024-08-14,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RIVERSIDE WATER AUTOPAY,-26.15,USD,Autopay,Riverside,CA
TX000487,2024-08-14,2024-08-15,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO GAS/WHSE,-82.11,USD,Card,Moreno Valley,CA
TX000816,2024-08-14,2024-08-15,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-4.99,USD,Card,Riverside,CA
TX000975,2024-08-15,2024-08-15,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO.COM,-14.5,USD,Card,Torrance,CA
TX000057,2024-08-16,2024-08-18,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM MOBILE/INT BUNDLE,-54.99,USD,Autopay,Riverside,CA
TX000485,2024-08-16,2024-08-17,Chase Freedom Unlimited,credit_card,STATER BROS,STATER BROS MARKET,-87.99,USD,Card,Riverside,CA
TX000819,2024-08-16,2024-08-17,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-7.06,USD,Card,Riverside,CA
TX000058,2024-08-18,2024-08-20,Chase Total Checking,checking,T-MOBILE,T-MOBILE USA PMT,-35.0,USD,Autopay,Riverside,CA
TX000059,2024-08-20,2024-08-21,Chase Total Checking,checking,GEICO,GEICO AUTO PMT,-108.42,USD,Autopay,Riverside,CA
TX000815,2024-08-21,2024-08-21,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-7.78,USD,Card,Riverside,CA
TX000065,2024-08-22,2024-08-23,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMZN PRIME SUBSCRIPTION,-14.99,USD,Card,Seattle,CA
TX000325,2024-08-23,2024-08-24,Chase Total Checking,checking,UCR PAYROLL,UCR CAMPUS EMPLOYMENT DD,957.69,USD,Direct Deposit,Riverside,CA
TX000675,2024-08-23,2024-08-23,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE MEXICAN GRILL,-22.26,USD,Card,Riverside,CA
TX000595,2024-08-24,2024-08-26,Chase Total Checking,checking,SHELL,SHELL OIL 575104,-31.12,USD,Debit,Riverside,CA
TX000066,2024-08-25,2024-08-25,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PF CLUB MEMBERSHIP,-29.99,USD,Card,Riverside,CA
TX000676,2024-08-25,2024-08-26,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-19.27,USD,Card,Riverside,CA
TX000060,2024-08-27,2024-08-27,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES ICLOUD+,-2.99,USD,Card,Cupertino,CA
TX000488,2024-08-27,2024-08-27,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLE FOODS MARKET #10234,-68.17,USD,Card,Riverside,CA
TX000677,2024-08-29,2024-08-29,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-21.16,USD,Card,Riverside,CA
TX000818,2024-08-30,2024-08-31,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-3.5,USD,Card,Riverside,CA
TX000678,2024-08-31,2024-09-01,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-10.04,USD,Card,Riverside,CA
TX000974,2024-08-31,2024-08-31,Chase Freedom Unlimited,credit_card,AMAZON,AMZN Mktp US,-61.79,USD,Card,Seattle,CA
TX001048,2024-08-31,2024-08-31,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-25.08,USD,Card,Los Angeles,CA
TX000067,2024-09-01,2024-09-02,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS ONLINE PAY,-875.0,USD,ACH,Riverside,CA
TX001140,2024-09-01,2024-09-02,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON REFUND,25.93,USD,Card,Riverside,CA
TX001051,2024-09-02,2024-09-02,Chase Freedom Unlimited,credit_card,UBER,UBER *TRIP,-27.12,USD,Card,Los Angeles,CA
TX000072,2024-09-04,2024-09-06,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM SUBSCRIPTION,-15.49,USD,Card,Los Gatos,CA
TX000326,2024-09-06,2024-09-06,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1127.56,USD,Direct Deposit,Riverside,CA
TX000405,2024-09-06,2024-09-07,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-175.0,USD,Transfer,Riverside,CA
TX000406,2024-09-06,2024-09-07,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,175.0,USD,Transfer,Riverside,CA
TX001049,2024-09-06,2024-09-07,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-19.78,USD,Card,Los Angeles,CA
TX000073,2024-09-07,2024-09-08,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY FAMILY PLAN,-10.99,USD,Card,New York,CA
TX000977,2024-09-08,2024-09-08,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO.COM,-35.16,USD,Card,Torrance,CA
TX000074,2024-09-09,2024-09-10,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEYPLUS MONTHLY,-13.99,USD,Card,Burbank,CA
TX000489,2024-09-09,2024-09-10,Chase Freedom Unlimited,credit_card,STATER BROS,STATER BROS 015,-70.22,USD,Card,Riverside,CA
TX001050,2024-09-09,2024-09-09,Chase Freedom Unlimited,credit_card,UBER,UBER EATS,-9.85,USD,Card,Los Angeles,CA
TX000598,2024-09-10,2024-09-10,Chase Total Checking,checking,SHELL,SHELL SERVICE STATION,-36.46,USD,Debit,Riverside,CA
TX000277,2024-09-12,2024-09-14,Chase Total Checking,checking,SCE,SOUTHERN CALIFORNIA EDISON,-74.52,USD,Autopay,Rosemead,CA
TX000597,2024-09-12,2024-09-12,Chase Total Checking,checking,SHELL,SHELL OIL,-38.56,USD,Debit,Riverside,CA
TX000680,2024-09-12,2024-09-12,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN N OUT BURGER,-36.95,USD,Card,Riverside,CA
TX000681,2024-09-12,2024-09-13,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT BURGER 165,-12.53,USD,Card,Riverside,CA
TX000075,2024-09-14,2024-09-14,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE *CC STUDENT PLAN,-19.99,USD,Card,San Jose,CA
TX000278,2024-09-14,2024-09-16,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RIVERSIDE WATER AUTOPAY,-26.76,USD,Autopay,Riverside,CA
TX000679,2024-09-14,2024-09-16,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE MEXICAN GRILL,-8.0,USD,Card,Riverside,CA
TX000491,2024-09-15,2024-09-15,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-70.06,USD,Card,Moreno Valley,CA
TX000826,2024-09-15,2024-09-17,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-6.38,USD,Card,Riverside,CA
TX000068,2024-09-16,2024-09-17,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM MOBILE/INT BUNDLE,-54.99,USD,Autopay,Riverside,CA
TX000492,2024-09-17,2024-09-18,Chase Freedom Unlimited,credit_card,STATER BROS,STATERBROS RIVERSIDE,-73.57,USD,Card,Riverside,CA
TX000069,2024-09-18,2024-09-19,Chase Total Checking,checking,T-MOBILE,T-MOBILE WIRELESS,-35.0,USD,Autopay,Riverside,CA
TX000821,2024-09-18,2024-09-19,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-3.5,USD,Card,Riverside,CA
TX000599,2024-09-19,2024-09-20,Chase Total Checking,checking,CHEVRON,CHEVRON 009381,-65.93,USD,Debit,Riverside,CA
TX000825,2024-09-19,2024-09-20,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-7.59,USD,Card,Riverside,CA
TX000070,2024-09-20,2024-09-20,Chase Total Checking,checking,GEICO,GEICO INSURANCE WEB PMT,-108.42,USD,Autopay,Riverside,CA
TX000327,2024-09-20,2024-09-21,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1136.82,USD,Direct Deposit,Riverside,CA
TX000365,2024-09-20,2024-09-20,Chase Total Checking,checking,UCR STUDENT ACCT REFUND,UCR STUDENT ACCOUNT REFUND,978.0,USD,ACH,Riverside,CA
TX001019,2024-09-20,2024-09-20,Chase Freedom Unlimited,credit_card,AMC THEATRES,AMC ONLINE TICKETS,-9.0,USD,Card,Riverside,CA
TX000493,2024-09-21,2024-09-21,Chase Freedom Unlimited,credit_card,COSTCO,COSTCO WHSE #487,-85.92,USD,Card,Moreno Valley,CA
TX001134,2024-09-21,2024-09-23,Chase Freedom Unlimited,credit_card,DOORDASH,DOORDASH REFUND,34.74,USD,Card,Riverside,CA
TX000076,2024-09-22,2024-09-22,Chase Freedom Unlimited,credit_card,AMAZON PRIME,AMAZON PRIME MTH,-14.99,USD,Card,Seattle,CA
TX000976,2024-09-22,2024-09-23,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO USA ONLINE,-68.79,USD,Card,Torrance,CA
TX001116,2024-09-23,2024-09-24,Chase Total Checking,checking,UCR PARKING,UCR TRANSPORTATION,-15.0,USD,Debit,Riverside,CA
TX000077,2024-09-25,2024-09-26,Chase Freedom Unlimited,credit_card,PLANET FITNESS,PF CLUB MEMBERSHIP,-29.99,USD,Card,Riverside,CA
TX000823,2024-09-26,2024-09-27,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN & TEA LEAF,-10.24,USD,Card,Riverside,CA
TX000071,2024-09-27,2024-09-27,Chase Freedom Unlimited,credit_card,APPLE SERVICES,APPLE SERVICES STORAGE,-2.99,USD,Card,Cupertino,CA
TX000490,2024-09-28,2024-09-30,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLEFDS RIVERSIDE CA,-72.26,USD,Card,Riverside,CA
TX000822,2024-09-29,2024-09-30,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-6.87,USD,Card,Riverside,CA
TX000824,2024-09-29,2024-09-30,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-6.24,USD,Card,Riverside,CA
TX000682,2024-09-30,2024-10-01,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE ORDER,-11.09,USD,Card,Riverside,CA
TX000078,2024-10-01,2024-10-01,Chase Total Checking,checking,CAMPUS VIEW APTS,CAMPUS VIEW APTS RESIDENT PORTAL,-875.0,USD,ACH,Riverside,CA
TX000498,2024-10-03,2024-10-04,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOES #182,-49.82,USD,Card,Riverside,CA
TX000083,2024-10-04,2024-10-05,Chase Freedom Unlimited,credit_card,NETFLIX,NETFLIX.COM 800-585-7265,-15.49,USD,Card,Los Gatos,CA
TX000328,2024-10-04,2024-10-05,Chase Total Checking,checking,UCR PAYROLL,UNIV CA RIVERSIDE PAYROLL,1057.17,USD,Direct Deposit,Riverside,CA
TX000391,2024-10-04,2024-10-05,Chase Total Checking,checking,VENMO,VENMO PAYMENT FROM FRIEND,94.91,USD,Transfer,New York,CA
TX000683,2024-10-05,2024-10-06,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE MEXICAN GRILL,-8.0,USD,Card,Riverside,CA
TX001020,2024-10-05,2024-10-07,Chase Freedom Unlimited,credit_card,AMC THEATRES,AMC ONLINE TICKETS,-9.0,USD,Card,Riverside,CA
TX000407,2024-10-06,2024-10-06,Chase Total Checking,checking,CHASE TRANSFER,ONLINE TRANSFER TO CHASE SAVINGS,-175.0,USD,Transfer,Riverside,CA
TX000408,2024-10-06,2024-10-06,Chase Savings,savings,CHASE TRANSFER,ONLINE TRANSFER FROM CHASE CHECKING,175.0,USD,Transfer,Riverside,CA
TX000828,2024-10-06,2024-10-07,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEEBEAN,-7.72,USD,Card,Riverside,CA
TX000831,2024-10-06,2024-10-08,Chase Freedom Unlimited,credit_card,THE COFFEE BEAN,COFFEE BEAN UCR,-6.76,USD,Card,Riverside,CA
TX000833,2024-10-06,2024-10-07,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-7.84,USD,Card,Riverside,CA
TX000084,2024-10-07,2024-10-09,Chase Freedom Unlimited,credit_card,SPOTIFY,SPOTIFY USA,-10.99,USD,Card,New York,CA
TX001053,2024-10-07,2024-10-09,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-19.49,USD,Card,Los Angeles,CA
TX001054,2024-10-08,2024-10-09,Chase Freedom Unlimited,credit_card,UBER,UBER TRIP HELP.UBER.COM,-14.64,USD,Card,Los Angeles,CA
TX000085,2024-10-09,2024-10-09,Chase Freedom Unlimited,credit_card,DISNEY+,DISNEY PLUS,-13.99,USD,Card,Burbank,CA
TX000686,2024-10-09,2024-10-11,Chase Freedom Unlimited,credit_card,IN-N-OUT,IN-N-OUT BURGER 165,-37.42,USD,Card,Riverside,CA
TX000827,2024-10-09,2024-10-10,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS STORE 1023,-6.09,USD,Card,Riverside,CA
TX000497,2024-10-10,2024-10-11,Chase Freedom Unlimited,credit_card,WHOLE FOODS,WHOLEFDS RIVERSIDE CA,-87.92,USD,Card,Riverside,CA
TX000832,2024-10-11,2024-10-11,Chase Freedom Unlimited,credit_card,STARBUCKS,STARBUCKS #19456,-5.18,USD,Card,Riverside,CA
TX000279,2024-10-12,2024-10-12,Chase Total Checking,checking,SCE,SOUTHERN CALIFORNIA EDISON,-63.78,USD,Autopay,Rosemead,CA
TX000601,2024-10-12,2024-10-14,Chase Total Checking,checking,CHEVRON,CHEVRON EXTRA MILE,-56.16,USD,Debit,Riverside,CA
TX000086,2024-10-14,2024-10-15,Chase Freedom Unlimited,credit_card,ADOBE,ADOBE SYSTEMS SUBSCRIPTION,-19.99,USD,Card,San Jose,CA
TX000280,2024-10-14,2024-10-15,Chase Total Checking,checking,RIVERSIDE PUBLIC UTILITIES,RPU WATER BILL,-26.09,USD,Autopay,Riverside,CA
TX000978,2024-10-14,2024-10-15,Chase Freedom Unlimited,credit_card,UNIQLO,UNIQLO USA ONLINE,-39.08,USD,Card,Torrance,CA
TX000685,2024-10-15,2024-10-15,Chase Freedom Unlimited,credit_card,CHIPOTLE,CHIPOTLE 2145,-8.0,USD,Card,Riverside,CA
TX000079,2024-10-16,2024-10-16,Chase Total Checking,checking,SPECTRUM INTERNET,SPECTRUM MOBILE/INT BUNDLE,-54.99,USD,Autopay,Riverside,CA
TX000080,2024-10-18,2024-10-19,Chase Total Checking,checking,T-MOBILE,T-MOBILE WIRELESS,-35.0,USD,Autopay,Riverside,CA
TX000329,2024-10-18,2024-10-20,Chase Total Checking,checking,UCR PAYROLL,UCR CAMPUS EMPLOYMENT DD,1046.71,USD,Direct Deposit,Riverside,CA
TX000494,2024-10-18,2024-10-19,Chase Freedom Unlimited,credit_card,TRADER JOE'S,TRADER JOE'S RIVERSIDE,-65.54,USD,Card,Riverside,CA
TX000980,2024-10-18,2024-10-19,Chase Freedom Unlimited,credit_card,AMAZON,AMAZON RETAIL,-95.63,USD,Card,Seattle,CA
